id,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,mileage,engine,power,new_price,Brand,Model
4087,Pune,2017,20000,Petrol,Automatic,First,5,4.7,23.1,998,67.04,,maruti,celerio
4088,Hyderabad,2015,122086,Diesel,Automatic,First,5,12.99,19.3,1968,141,,skoda,octavia
4089,Kochi,2018,35442,Petrol,Manual,First,7,7.32,17.3,1497,117.3,,honda,mobilio
4090,Delhi,2015,62542,Diesel,Manual,Second,5,6.5,23.9,1582,126.2,,hyundai,verna
4091,Coimbatore,2012,26671,Petrol,Manual,Second,5,5.67,17,1497,118,,honda,city
4092,Chennai,2014,83500,Diesel,Manual,Second,5,3,19.68,1399,67,,ford,classic
4093,Delhi,2015,46166,Diesel,Manual,Second,5,5.5,26.21,1248,88.5,,maruti,ciaz
4094,Pune,2015,25200,Petrol,Manual,First,5,3.35,18.9,998,67.1,,maruti,wagon
4095,Coimbatore,2015,35463,Diesel,Automatic,First,5,25.02,14.94,2967,241.4,,audi,a4
4096,Coimbatore,2017,23249,Petrol,Automatic,First,5,26.11,19.16,2487,175.67,40.62,toyota,camry
4097,Coimbatore,2016,40310,Petrol,Manual,First,5,7.09,18.6,1197,81.83,,hyundai,i20
4098,Delhi,2012,82069,CNG,Manual,First,5,2.65,21.4,1586,103.3,,maruti,sx4
4099,Delhi,2018,10000,Petrol,Manual,First,5,6.5,18.9,1197,81.86,7.54,hyundai,grand
4100,Chennai,2012,94000,Diesel,Manual,First,5,4.5,22.07,1199,73.9,,volkswagen,polo
4101,Chennai,2016,45000,Diesel,Automatic,First,5,57,15.97,2993,258,,bmw,x5
4102,Kochi,2012,52818,Petrol,Manual,First,5,3.82,16.47,1198,73.9,,volkswagen,polo
4103,Jaipur,2013,61238,Diesel,Manual,First,5,5.25,20.45,1461,83.8,,renault,duster
4104,Coimbatore,2016,54253,Petrol,Automatic,First,5,16.81,14.67,1798,177.46,30.19,skoda,superb
4105,Delhi,2013,71000,Diesel,Automatic,First,5,21.5,14.16,1968,174.3,,audi,q5
4106,Hyderabad,2017,20000,Diesel,Manual,First,5,8.5,27.39,1248,74,,maruti,baleno
4107,Delhi,2013,75000,Petrol,Manual,First,5,3.25,16.47,1198,73.9,,volkswagen,polo
4108,Coimbatore,2019,11827,Diesel,Automatic,First,6,27.11,13.5,2477,175.56,,mitsubishi,pajero
4109,Mumbai,2015,51579,Petrol,Manual,First,5,5.95,20.73,1373,91.1,,maruti,ciaz
4110,Kochi,2015,65178,Diesel,Manual,First,5,6.79,19.87,1461,83.8,,renault,duster
4111,Mumbai,2016,25350,Petrol,Manual,First,5,2.55,21.1,814,55.2,,hyundai,eon
4112,Pune,2008,92000,Petrol,Manual,Second,5,3.7,10.8,2354,152,,honda,cr-v
4113,Bangalore,2014,45000,Petrol,Manual,Second,5,6.75,17.01,1591,121.3,,hyundai,verna
4114,Kolkata,2015,46000,Petrol,Manual,First,5,6.95,14.28,1798,138.03,,toyota,corolla
4115,Kochi,2011,79940,Petrol,Manual,First,5,2.78,15.5,1586,103.3,,maruti,sx4
4116,Coimbatore,2016,28851,Petrol,Manual,First,5,6.18,16.47,1198,73.9,,volkswagen,polo
4117,Bangalore,2015,63000,Diesel,Automatic,First,5,36,14.16,1968,174.3,,audi,q5
4118,Coimbatore,2012,77283,Petrol,Manual,First,5,5.81,17,1497,118,,honda,city
4119,Pune,2014,38958,Petrol,Manual,First,5,3.41,22.5,998,67.04,5.56,maruti,wagon
4120,Bangalore,2018,8900,Diesel,Automatic,First,6,26.5,13.5,2477,175.56,,mitsubishi,pajero
4121,Hyderabad,2015,38000,Petrol,Automatic,First,5,16,14.7,1798,177.5,,skoda,octavia
4122,Kochi,2017,44887,Diesel,Manual,First,5,12.13,19.67,1582,126.2,,hyundai,creta
4123,Hyderabad,2009,85000,Petrol,Manual,Second,5,1.8,19.7,796,46.3,,maruti,alto
4124,Pune,2013,100000,Petrol,Manual,First,5,6.25,16.8,1497,116.3,,honda,city
4125,Chennai,2016,26239,Petrol,Manual,First,5,2.75,22.7,799,53,4.43,datsun,redi-go
4126,Pune,2011,97000,Diesel,Manual,First,5,6,17.67,1968,138.08,,skoda,yeti
4127,Delhi,2013,28000,Petrol,Automatic,First,5,11.56,14.8,1595,120.7,,mercedes-benz,b
4128,Mumbai,2014,20364,Petrol,Automatic,Second,5,5.2,17.21,1197,103.6,,volkswagen,polo
4129,Coimbatore,2014,64637,Diesel,Manual,First,5,7.52,22.77,1498,98.59,,ford,ecosport
4130,Coimbatore,2017,15731,Petrol,Manual,First,5,12.49,15.29,1591,121.3,,hyundai,creta
4131,Coimbatore,2019,56251,Diesel,Manual,First,7,35.82,14.24,2755,174.5,37.17,toyota,fortuner
4132,Chennai,2017,28000,Petrol,Manual,First,5,6.25,20.85,1197,83.14,,maruti,swift
4133,Coimbatore,2015,20045,Petrol,Manual,First,5,6.22,17,1197,80,,hyundai,i20
4134,Bangalore,2016,34004,Petrol,Manual,First,7,8.02,15.4,1497,117.3,12.9,honda,br-v
4135,Mumbai,2014,21000,Petrol,Manual,First,5,3.75,23.1,998,67.04,,maruti,celerio
4136,Mumbai,2009,68001,Petrol,Automatic,Second,5,11.75,10.93,3498,272,,mercedes-benz,e-class
4137,Kolkata,2012,31000,Petrol,Manual,First,5,2.25,20.36,1197,78.9,,hyundai,i10
4138,Mumbai,2013,8950,Petrol,Manual,First,5,3.55,17.71,1197,78.9,,toyota,etios
4139,Coimbatore,2017,43477,Diesel,Automatic,First,5,38.15,15,2143,204,,mercedes-benz,e-class
4140,Ahmedabad,2015,20000,Petrol,Manual,First,5,2.66,21.1,814,55.2,,hyundai,eon
4141,Mumbai,2014,47200,CNG,Manual,First,5,2.85,33.54,998,67.04,5.58,maruti,wagon
4142,Bangalore,2011,60000,Petrol,Manual,First,5,4.95,17,1497,118,,honda,city
4143,Chennai,2003,111000,Petrol,Automatic,First,5,6.5,13,2987,210,,mercedes-benz,s-class
4144,Pune,2016,52000,Diesel,Manual,Second,5,2.4,25,1396,69.01,,tata,indigo
4145,Pune,2016,26000,Petrol,Manual,First,5,12.5,15.29,1591,121.3,,hyundai,creta
4146,Pune,2013,32425,Petrol,Manual,First,5,3,20.51,998,67.04,,maruti,wagon
4147,Kochi,2017,54758,Diesel,Manual,First,5,6.67,28.4,1248,73.75,8.58,maruti,dzire
4148,Coimbatore,2008,59833,Petrol,Manual,Fourth & Above,5,1.97,13.8,1299,70,,ford,ikon
4149,Kolkata,2013,30000,Petrol,Manual,First,5,2.8,16.47,1198,73.9,,volkswagen,polo
4150,Jaipur,2011,40496,Petrol,Manual,First,5,2.65,20.36,1197,78.9,,hyundai,i10
4151,Chennai,2014,45000,Diesel,Manual,First,8,4.75,18.2,1248,73.74,,chevrolet,enjoy
4152,Mumbai,2003,75000,Diesel,Automatic,Second,,16.11,,,,,land,rover
4153,Bangalore,2011,34000,Petrol,Automatic,Second,5,19,10.5,1796,157.7,,mercedes-benz,e-class
4154,Bangalore,2012,62000,Diesel,Manual,First,5,4.5,17.8,1248,75,,maruti,swift
4155,Hyderabad,2012,123600,Diesel,Manual,First,7,8.25,15.1,2179,140,,mahindra,xuv500
4156,Pune,2014,80102,Petrol,Manual,First,5,3.5,17.71,1197,78.9,,toyota,etios
4157,Pune,2013,55000,Diesel,Manual,First,7,8.5,15.1,2179,140,,mahindra,xuv500
4158,Hyderabad,2015,48200,Petrol,Manual,First,5,9,15.29,1591,121.3,,hyundai,creta
4159,Hyderabad,2014,90000,Diesel,Manual,First,5,6.75,26,1498,98.6,,honda,city
4160,Hyderabad,2014,123900,Diesel,Manual,First,5,5.4,19.3,1248,73.9,,maruti,swift
4161,Delhi,2015,13008,Petrol,Manual,First,5,3.5,20.51,998,67.04,,maruti,wagon
4162,Hyderabad,2012,60500,Petrol,Manual,First,5,2.6,21.1,814,55.2,,hyundai,eon
4163,Bangalore,2017,53841,Diesel,Automatic,First,7,20.5,11.36,2755,171.5,28.05,toyota,innova
4164,Kochi,2017,47183,Petrol,Manual,Second,5,11.31,15.8,1591,121.3,15.86,hyundai,creta
4165,Kolkata,2018,10000,Petrol,Manual,First,5,4.5,20.51,998,67.04,,maruti,wagon
4166,Chennai,2015,45000,Diesel,Automatic,First,7,56,11.3,2987,254.8,,mercedes-benz,gl-class
4167,Kochi,2017,3923,Petrol,Manual,First,5,5.2,23.1,998,67.04,,maruti,celerio
4168,Delhi,2011,85000,Diesel,Manual,First,8,5.25,12.05,2179,120,,mahindra,scorpio
4169,Kochi,2018,6279,Petrol,Manual,First,5,3.6,22.7,799,53.64,4.05,datsun,redi-go
4170,Pune,2014,74500,Diesel,Manual,First,5,3.3,21.2,1248,75,,fiat,grande
4171,Kolkata,2013,42000,Diesel,Manual,First,5,5.85,22.7,1582,126.24,,hyundai,elantra
4172,Delhi,2014,56510,Petrol,Manual,First,5,3.9,19.1,1197,85.8,,maruti,swift
4173,Delhi,2009,88000,Diesel,Automatic,First,5,7.98,16.55,1968,140,,audi,a4
4174,Mumbai,2014,36631,Petrol,Automatic,First,5,4.3,16.5,1198,86.8,,honda,brio
4175,Kolkata,2011,34000,Petrol,Manual,First,5,2.25,18.9,998,67.1,,maruti,wagon
4176,Ahmedabad,2013,49000,Petrol,Manual,First,5,3.2,19.81,1086,68.05,,hyundai,i10
4177,Hyderabad,2012,65254,Diesel,Manual,First,5,6.55,22.32,1582,126.32,,hyundai,verna
4178,Bangalore,2014,95000,Diesel,Manual,Second,5,6.9,22.32,1582,126.32,,hyundai,verna
4179,Chennai,2009,83000,Diesel,Manual,First,5,2.95,23.2,1248,73.94,,maruti,ritz
4180,Coimbatore,2017,101065,Diesel,Manual,First,5,11.45,20.5,1582,126.2,19.18,hyundai,creta
4181,Kochi,2017,15134,Petrol,Manual,First,5,6.37,21.4,1197,83.1,7.36,maruti,baleno
4182,Jaipur,2011,72000,Diesel,Manual,First,5,5,22.32,1582,126.3,,hyundai,verna
4183,Chennai,2012,120000,Diesel,Manual,Second,5,2.6,22.3,1248,74,,tata,indica
4184,Kolkata,2010,45000,Petrol,Manual,First,5,1.9,18.5,1197,80,,hyundai,i20
4185,Kochi,2015,54996,Diesel,Automatic,First,4,60.95,17.85,2967,300,,porsche,panamera
4186,Coimbatore,2017,22874,Petrol,Manual,First,5,4.44,15.1,1196,73,,maruti,eeco
4187,Chennai,2012,58000,Diesel,Automatic,Second,5,15.3,22.69,1995,190,,bmw,3
4188,Chennai,2016,86000,Diesel,Manual,Second,7,8.2,25.47,1248,88.5,10.99,maruti,ertiga
4189,Ahmedabad,2014,69000,Petrol,Automatic,First,5,5.25,16.9,1197,81.86,,hyundai,xcent
4190,Pune,2016,55001,Petrol,Automatic,Second,5,8.5,16.93,1197,103.2,,volkswagen,vento
4191,Chennai,2015,28000,Diesel,Automatic,First,5,23.75,15.73,1968,174.33,,audi,q3
4192,Delhi,2013,53213,Petrol,Manual,First,5,2.74,19.81,1086,68.05,,hyundai,i10
4193,Coimbatore,2016,44340,Diesel,Automatic,First,5,13.83,16.96,1968,138.03,,volkswagen,jetta
4194,Mumbai,2017,16900,Petrol,Manual,First,5,6.99,21.1,998,100,,maruti,baleno
4195,Jaipur,2009,57000,Petrol,Manual,First,5,2.25,19.81,1086,68.05,,hyundai,i10
4196,Hyderabad,2013,83165,Diesel,Manual,First,8,11.49,12.8,2494,102,,toyota,innova
4197,Coimbatore,2012,24735,Petrol,Manual,Second,5,2.87,18.6,1199,79.4,,chevrolet,beat
4198,Kolkata,2005,65175,Diesel,Manual,First,8,3.25,12.8,2494,102,,toyota,innova
4199,Pune,2009,60000,Petrol,Manual,Second,5,3.5,9.8,2354,180,,honda,accord
4200,Kochi,2017,60357,Diesel,Manual,First,6,4.49,25.32,1198,77,,mahindra,kuv
4201,Jaipur,2011,77000,Diesel,Manual,First,5,2.9,22.07,1199,73.9,,volkswagen,polo
4202,Coimbatore,2014,85301,Petrol,Manual,First,8,12.36,12.4,1998,132,,toyota,innova
4203,Mumbai,2011,50000,Diesel,Automatic,First,8,6,11.79,2179,120,,mahindra,scorpio
4204,Chennai,2010,58000,Diesel,Automatic,First,5,31,16.46,2993,258,,bmw,7
4205,Kolkata,2015,39000,Diesel,Manual,First,5,5.49,25.6,1498,98.6,12.23,honda,city
4206,Coimbatore,2015,46190,Diesel,Manual,First,5,5.86,22.07,1199,73.9,,volkswagen,polo
4207,Mumbai,2015,83000,Diesel,Manual,First,7,9,16,2179,140,,mahindra,xuv500
4208,Jaipur,2016,33000,Petrol,Manual,First,5,7.7,16.09,1598,103.5,11.63,volkswagen,vento
4209,Coimbatore,2017,27279,Petrol,Manual,First,5,9.47,17.4,1497,117.3,,honda,city
4210,Bangalore,2014,53900,Diesel,Automatic,First,5,29,14.16,1968,174.3,,audi,q5
4211,Kochi,2012,63998,Petrol,Automatic,First,5,5.42,17,1497,118,,honda,city
4212,Coimbatore,2016,57932,Petrol,Manual,First,5,6.39,20.4,1197,81.8,,maruti,swift
4213,Jaipur,2015,25000,Petrol,Manual,First,5,2.75,22.74,796,47.3,,maruti,alto
4214,Chennai,2011,169000,Diesel,Manual,First,5,2.5,20,1399,68,,ford,figo
4215,Delhi,2012,53000,Petrol,Manual,First,5,2.35,17.92,1086,62.1,,hyundai,santro
4216,Coimbatore,2015,43053,Petrol,Manual,First,5,4.65,18.9,998,67.1,,maruti,wagon
4217,Ahmedabad,2014,75000,Diesel,Manual,First,5,6,26,1498,98.6,,honda,city
4218,Pune,2012,89000,Petrol,Manual,Second,5,3.5,16.8,1497,116.3,,honda,city
4219,Hyderabad,2014,75578,Diesel,Manual,First,5,7,25.1,1498,98.6,,honda,city
4220,Bangalore,2014,46676,Petrol,Manual,First,5,7.75,17,1591,121.3,12.27,hyundai,verna
4221,Kochi,2014,51349,Petrol,Manual,First,5,2.93,24.07,998,67.1,3.91,maruti,alto
4222,Kolkata,2014,34233,Diesel,Automatic,First,5,22.5,14.21,2143,203,,mercedes-benz,e-class
4223,Coimbatore,2014,39626,Diesel,Automatic,First,4,40.66,11.2,2993,241,,bmw,x6
4224,Pune,2008,82500,Petrol,Manual,First,5,1.75,14,1061,64,,maruti,wagon
4225,Hyderabad,2015,63000,Diesel,Manual,Second,5,8.2,19.72,1461,108.45,,renault,duster
4226,Delhi,2011,77001,Diesel,Manual,First,8,4.49,12.05,2179,120,,mahindra,scorpio
4227,Chennai,2016,43000,Diesel,Automatic,First,7,26.5,10.91,3198,197.2,,ford,endeavour
4228,Hyderabad,2011,61111,Petrol,Manual,First,5,2.6,19,998,67.1,,maruti,zen
4229,Bangalore,2005,79000,Petrol,Manual,Second,,1.65,17,,,,hyundai,santro
4230,Kolkata,2011,43000,Petrol,Manual,First,5,2.49,20.36,1197,78.9,,hyundai,i10
4231,Hyderabad,2013,47000,Petrol,Automatic,First,5,5.4,16.5,1198,86.8,,honda,brio
4232,Jaipur,2017,34000,Petrol,Automatic,First,5,4.35,20.51,998,67,,maruti,wagon
4233,Coimbatore,2018,22060,Diesel,Automatic,First,5,32.73,18.51,1968,147.51,44.8,audi,q3
4234,Chennai,2012,63000,Diesel,Automatic,First,5,26,,2987,165,,mercedes-benz,m-class
4235,Jaipur,2011,80000,Petrol,Manual,First,5,2.5,18.9,998,67.1,,maruti,wagon
4236,Kochi,2015,13506,Diesel,Automatic,First,5,21.66,18.25,1968,187.74,50.4,audi,a4
4237,Mumbai,2016,16000,Petrol,Manual,First,5,2.99,25.17,799,53.3,4.78,renault,kwid
4238,Kolkata,2016,31006,Petrol,Manual,First,5,2.61,24.7,796,47.3,,maruti,alto
4239,Delhi,2013,91200,Diesel,Manual,First,8,8.25,12.99,2494,100,,toyota,innova
4240,Pune,2015,43000,Petrol,Automatic,First,5,12.5,14.53,1794,138.1,,toyota,corolla
4241,Hyderabad,2015,45000,Diesel,Manual,First,5,5.5,25.83,1498,99,,ford,figo
4242,Coimbatore,2014,28637,Petrol,Manual,First,5,5.53,19.4,1198,86.8,,honda,brio
4243,Pune,2004,69870,Petrol,Manual,Second,5,1.1,14.2,1597,92,,ford,ikon
4244,Mumbai,2014,84000,Diesel,Manual,First,7,6.85,12.05,2179,120,,mahindra,scorpio
4245,Coimbatore,2007,84143,Petrol,Manual,First,5,17.09,13,2987,210,,mercedes-benz,s-class
4246,Delhi,2012,77000,Diesel,Manual,Second,8,4.93,12.05,2179,120,,mahindra,scorpio
4247,Ahmedabad,2012,75000,Diesel,Automatic,Second,5,17.5,12.39,2179,147.51,,land,rover
4248,Delhi,2011,76155,Petrol,Manual,First,5,1.95,18.6,1199,79.4,,chevrolet,beat
4249,Bangalore,2014,98000,Diesel,Manual,First,5,6.1,22.9,1248,74,,maruti,swift
4250,Mumbai,2008,48233,Petrol,Manual,Second,5,1.8,13.4,1794,125,,toyota,corolla
4251,Bangalore,2015,63000,Diesel,Automatic,First,5,34.5,13.22,2967,241.4,,audi,q5
4252,Coimbatore,2015,34063,Petrol,Manual,First,5,4.01,21.1,814,55.2,,hyundai,eon
4253,Kolkata,2013,32576,Petrol,Manual,First,5,3.15,19.5,1199,88.76,7.36,honda,amaze
4254,Mumbai,2015,28843,Petrol,Automatic,First,5,5.49,17.01,1499,110.5,,ford,figo
4255,Bangalore,2016,26000,Diesel,Automatic,Second,5,10,19.6,1461,108.45,,renault,duster
4256,Kolkata,2013,39000,Petrol,Automatic,First,5,4.55,15.6,1497,116.3,,honda,city
4257,Mumbai,2010,66000,Petrol,Manual,First,5,1.5,19.7,796,46.3,,maruti,alto
4258,Kolkata,2011,38002,Petrol,Manual,First,5,2.15,20.36,1197,78.9,,hyundai,i10
4259,Chennai,2010,49000,Petrol,Manual,Second,5,1.4,18,995,62,,chevrolet,spark
4260,Bangalore,2014,52000,Diesel,Manual,First,5,6.2,21.14,1498,103.6,,skoda,rapid
4261,Mumbai,2013,56500,Diesel,Automatic,First,5,19.8,17.68,1968,174.33,,audi,a6
4262,Mumbai,2015,20568,Petrol,Manual,First,5,5.6,18.7,1199,88.7,,honda,jazz
4263,Mumbai,2015,26000,Petrol,Manual,First,5,9.5,15.29,1591,121.3,,hyundai,creta
4264,Delhi,2012,56000,Petrol,Manual,First,5,2.21,18.6,1199,79.4,,chevrolet,beat
4265,Coimbatore,2017,27509,Petrol,Manual,First,5,3.31,22.7,799,53.64,4.04,datsun,redi-go
4266,Kochi,2016,36216,Petrol,Manual,First,5,5.44,19.1,1197,81.86,,hyundai,xcent
4267,Kolkata,2009,28888,Petrol,Automatic,First,5,7.56,10,2496,157.7,,mercedes-benz,e-class
4268,Jaipur,2011,120000,Diesel,Manual,Second,5,3.2,22.9,1248,74,,maruti,swift
4269,Kochi,2018,31396,Petrol,Manual,First,5,5.53,23.1,998,67.04,,maruti,celerio
4270,Hyderabad,2015,79000,Diesel,Automatic,First,5,17,19.3,1968,141,,skoda,octavia
4271,Delhi,2010,62000,Petrol,Automatic,First,5,3.55,16.8,1497,118,,honda,city
4272,Chennai,2006,120000,Petrol,Automatic,Second,5,2.65,9,2997,218,,honda,accord
4273,Mumbai,2016,53000,Petrol,Automatic,First,5,17.85,14.67,1798,177.46,33.36,skoda,superb
4274,Coimbatore,2010,124313,Diesel,Manual,First,8,7.96,12.99,2494,100.6,,toyota,innova
4275,Pune,2015,26725,Petrol,Automatic,First,5,4.25,23.1,998,67.04,,maruti,celerio
4276,Kolkata,2014,45617,Diesel,Manual,First,7,5.85,20.77,1248,88.76,,maruti,ertiga
4277,Mumbai,2013,37000,Diesel,Automatic,First,5,13,20,2143,107.3,,mercedes-benz,a
4278,Kochi,2010,109147,Diesel,Manual,First,8,2.65,14,2498,112,,mahindra,xylo
4279,Ahmedabad,2014,59000,Diesel,Manual,First,5,4.75,25.8,1498,98.6,,honda,amaze
4280,Pune,2015,28000,Petrol,Manual,First,5,2.65,25.17,799,53.3,,renault,kwid
4281,Pune,2017,4700,Petrol,Manual,First,5,3,25.17,799,53.3,,renault,kwid
4282,Coimbatore,2014,72469,Diesel,Automatic,First,7,32.52,12.07,2967,241.4,,audi,q7
4283,Pune,2014,57539,Diesel,Automatic,First,5,7.75,22.32,1582,126.32,,hyundai,verna
4284,Delhi,2016,42000,Diesel,Automatic,First,7,19.6,11.36,2755,171.5,26.55,toyota,innova
4285,Delhi,2010,62489,Petrol,Manual,First,5,2.6,17,1197,80,,hyundai,i20
4286,Mumbai,2013,51167,Petrol,Manual,First,5,3.76,16.47,1198,73.9,,volkswagen,polo
4287,Chennai,2012,130000,Diesel,Manual,First,5,4.75,20.54,1598,103.6,,volkswagen,vento
4288,Mumbai,2007,63000,Petrol,Manual,Second,5,1.75,17.7,1497,78,,honda,city
4289,Bangalore,2011,60000,Petrol,Manual,First,5,3.95,16.2,1599,103.2,,hyundai,verna
4290,Pune,2005,123200,Petrol,Manual,Second,5,1,13.2,1495,94,,hyundai,accent
4291,Jaipur,2011,115692,Diesel,Automatic,First,5,4.5,20,1968,138.1,,skoda,laura
4292,Coimbatore,2011,87073,Petrol,Automatic,First,5,17.23,10.93,2497,204,,mercedes-benz,e-class
4293,Kochi,2015,40901,Petrol,Manual,First,5,5.76,18.6,1197,81.83,,hyundai,i20
4294,Coimbatore,2013,36264,Petrol,Manual,First,5,4.32,20.36,1197,78.9,,hyundai,i10
4295,Delhi,2009,60000,Petrol,Manual,Second,5,1.9,19.81,1086,68.05,,hyundai,i10
4296,Pune,2018,20000,Petrol,Manual,First,5,5.5,17,1198,74,,volkswagen,ameo
4297,Mumbai,2014,68400,Petrol,Automatic,First,5,13.5,12.98,2494,178.4,,toyota,camry
4298,Bangalore,2013,71231,Diesel,Manual,Second,7,9.75,16,2179,140,,mahindra,xuv500
4299,Hyderabad,2011,75000,Diesel,Automatic,First,5,9.44,17.2,1968,138.1,,skoda,superb
4300,Mumbai,2018,1997,Petrol,Automatic,First,5,4.45,22.5,998,67,6.14,maruti,wagon
4301,Pune,2016,47300,Diesel,Manual,First,5,8.85,24.3,1248,88.5,11.96,maruti,vitara
4302,Delhi,2012,61449,Petrol,Manual,First,5,2.15,,1086,62,,hyundai,santro
4303,Kochi,2013,47910,Diesel,Manual,First,5,4.89,20.54,1598,103.6,,volkswagen,vento
4304,Hyderabad,2015,62000,Diesel,Manual,First,5,6.25,20.14,1498,88.8,,volkswagen,polo
4305,Chennai,2012,65060,Diesel,Manual,First,5,4.8,22.9,1248,74,,maruti,swift
4306,Jaipur,2008,82203,Petrol,Manual,First,5,1.8,19.81,1086,68.05,,hyundai,i10
4307,Kolkata,2013,44000,Diesel,Manual,First,7,7.25,16,2179,140,,mahindra,xuv500
4308,Coimbatore,2014,53817,Diesel,Manual,First,7,7.56,25.47,1248,88.5,11.44,maruti,ertiga
4309,Kochi,2013,61591,Diesel,Manual,First,7,6.82,16,2179,140,,mahindra,xuv500
4310,Jaipur,2011,86500,Diesel,Manual,Second,5,1.8,21.12,1248,88.8,,tata,manza
4311,Pune,2009,100000,Diesel,Automatic,First,5,11.5,11,2987,198.5,,mercedes-benz,e-class
4312,Chennai,2010,87000,Petrol,Manual,First,5,2.8,15.6,1586,104.68,,maruti,sx4
4313,Hyderabad,2016,35000,Petrol,Automatic,First,5,5.5,20.51,998,67,,maruti,wagon
4314,Kolkata,2016,6000,Petrol,Manual,First,5,2.7,20.63,1198,67.06,,datsun,go
4315,Jaipur,2014,59327,Diesel,Manual,First,5,3.25,20,1399,68,,ford,figo
4316,Coimbatore,2014,81001,Diesel,Automatic,First,5,10.9,17.2,1968,138.1,,skoda,superb
4317,Kochi,2014,44612,Petrol,Manual,First,5,4.07,18.5,1197,80,,hyundai,i20
4318,Ahmedabad,2016,42388,Diesel,Automatic,First,7,18,11.36,2755,171.5,24.63,toyota,innova
4319,Mumbai,2012,54000,Petrol,Manual,First,5,2.95,19.4,1198,86.8,,honda,brio
4320,Mumbai,2011,83010,Diesel,Automatic,First,5,7.5,17.2,1968,138.1,,skoda,superb
4321,Coimbatore,2016,65405,Diesel,Automatic,First,5,32.73,13,2143,204,,mercedes-benz,e-class
4322,Delhi,2015,36000,Diesel,Automatic,Second,7,21.5,12.55,2982,168.7,,toyota,fortuner
4323,Pune,2008,85000,Petrol,Manual,First,5,2.5,16.51,1586,103.2,,maruti,sx4
4324,Ahmedabad,2016,35000,Diesel,Manual,First,5,5.5,27.3,1498,98.6,,honda,jazz
4325,Mumbai,2012,54000,Petrol,Automatic,First,5,7.5,14.53,1794,138.1,,toyota,corolla
4326,Mumbai,2007,70000,Petrol,Manual,First,5,1.55,16.9,1497,100,,honda,city
4327,Kolkata,2017,27001,Diesel,Automatic,First,5,29,20.68,1995,190,50.26,bmw,x1
4328,Coimbatore,2019,41075,Diesel,Manual,First,5,8.4,28.4,1248,74,,maruti,swift
4329,Hyderabad,2016,26000,Diesel,Manual,First,6,6.5,25.32,1198,77,,mahindra,kuv
4330,Mumbai,2010,55000,Petrol,Manual,First,5,2.35,16,1198,90,,honda,jazz
4331,Mumbai,2016,19000,Petrol,Manual,First,5,5.55,20.4,1197,81.8,,maruti,swift
4332,Mumbai,2016,15000,Petrol,Automatic,First,5,5.35,18.9,1197,82,,hyundai,grand
4333,Chennai,2016,37000,Petrol,Manual,First,5,5.25,17.8,1198,86.7,,honda,amaze
4334,Coimbatore,2017,38712,Petrol,Manual,First,5,5.87,18.9,1197,81.86,7.45,hyundai,grand
4335,Kochi,2014,52400,Diesel,Manual,First,5,5.36,20.54,1598,103.6,,volkswagen,vento
4336,Bangalore,2016,23988,Diesel,Manual,First,5,7.75,28.09,1248,88.5,,maruti,ciaz
4337,Kochi,2014,32283,Petrol,Automatic,Second,5,5.41,14.4,1598,103.6,,volkswagen,vento
4338,Bangalore,2010,52000,Petrol,Manual,First,5,3.65,18.5,1197,80,,hyundai,i20
4339,Pune,2016,32000,Petrol,Automatic,First,5,5.25,16.5,1198,86.8,,honda,brio
4340,Kolkata,2014,39000,Petrol,Manual,First,5,6.25,17.4,1497,117.3,,honda,city
4341,Coimbatore,2017,14149,Petrol,Manual,First,4,3.47,23.9,624,37.48,,tata,nano
4342,Mumbai,2006,103000,Petrol,Automatic,First,5,8.85,10.13,3498,364.9,,mercedes-benz,s
4343,Pune,2004,82000,Petrol,Manual,First,5,0.85,14,1061,64,,maruti,wagon
4344,Mumbai,2015,34000,Petrol,Automatic,First,5,13.65,13.7,1798,157.75,,skoda,superb
4345,Coimbatore,2016,45180,Diesel,Automatic,First,7,50.22,12.07,2967,241.4,,audi,q7
4346,Ahmedabad,2018,2000,Petrol,Manual,First,5,7.75,22,1197,81.8,8.16,maruti,swift
4347,Coimbatore,2011,82321,Diesel,Manual,First,7,10.05,12.8,2494,102,,toyota,innova
4348,Kolkata,2011,7000,Petrol,Automatic,First,5,9.75,12.05,1995,154,,bmw,3
4349,Delhi,2015,27000,Diesel,Automatic,First,5,23,17.9,2143,136,,mercedes-benz,gla
4350,Coimbatore,2019,31271,Diesel,Manual,First,8,21.42,13.68,2393,147.8,24.01,toyota,innova
4351,Jaipur,2003,55000,Petrol,Manual,Third,5,0.7,15.9,1298,,,maruti,esteem
4352,Delhi,2014,24000,Diesel,Manual,First,5,5.21,25.2,1248,74,,maruti,swift
4353,Hyderabad,2009,147000,Diesel,Manual,First,7,7.5,12.99,2494,100.6,,toyota,innova
4354,Delhi,2012,72351,Diesel,Manual,First,5,2.65,23.59,1364,,,toyota,etios
4355,Chennai,2010,115000,Petrol,Manual,First,5,1.75,18.6,1199,79.4,,chevrolet,beat
4356,Jaipur,2010,82000,Diesel,Manual,Second,5,1,13.8,1399,68,,ford,ikon
4357,Delhi,2016,20000,Diesel,Automatic,First,5,33,19.27,2143,170,,mercedes-benz,new
4358,Kolkata,2011,45560,Petrol,Manual,First,5,2.2,17.6,1496,88.73,,toyota,etios
